epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
108,2379.74,1.30775,1.10112,1.44188,0.86702,0.77376,0.84621,0.53445,1.23653,0.89242,1.27714,0.00679,0.00679,0.00679
109,2401.03,1.31108,1.1194,1.44512,0.89328,0.74793,0.83097,0.5179,1.26436,0.91994,1.3102,0.00676,0.00676,0.00676
110,2422.32,1.30466,1.09649,1.44153,0.90567,0.76556,0.84718,0.57594,1.12317,0.8648,1.23723,0.00673,0.00673,0.00673
111,2443.58,1.30774,1.07978,1.43792,0.89162,0.75517,0.84012,0.54355,1.16968,0.88272,1.30288,0.0067,0.0067,0.0067
112,2464.75,1.3166,1.08246,1.4482,0.85223,0.76093,0.81241,0.484,1.28117,0.94993,1.30802,0.00667,0.00667,0.00667
113,2485.77,1.32911,1.09655,1.43486,0.90575,0.7328,0.83445,0.52611,1.34479,0.91792,1.3656,0.00664,0.00664,0.00664
114,2506.75,1.30629,1.10365,1.45165,0.90931,0.76797,0.84393,0.56278,1.13471,0.84369,1.25075,0.00661,0.00661,0.00661
115,2527.85,1.3127,1.0962,1.44125,0.82598,0.75681,0.82895,0.48099,1.25477,0.90553,1.28988,0.00658,0.00658,0.00658
116,2549.22,1.30456,1.08305,1.42856,0.85963,0.76562,0.8317,0.53274,1.16776,0.86439,1.26058,0.00655,0.00655,0.00655
117,2570.21,1.30111,1.06279,1.43216,0.92188,0.77471,0.85491,0.52788,1.23959,0.82721,1.27829,0.00652,0.00652,0.00652
118,2591.33,1.30446,1.09675,1.43296,0.85763,0.77975,0.85145,0.53678,1.19406,0.84968,1.26376,0.00649,0.00649,0.00649
119,2612.57,1.28909,1.08217,1.42479,0.86831,0.77004,0.84317,0.50636,1.2849,0.92649,1.30845,0.00646,0.00646,0.00646
120,2633.56,1.28416,1.07338,1.43315,0.85001,0.7105,0.8248,0.5172,1.31586,0.93754,1.36457,0.00643,0.00643,0.00643
121,2654.54,1.30631,1.06336,1.43622,0.83728,0.75441,0.82912,0.52918,1.17369,0.93967,1.25771,0.0064,0.0064,0.0064
122,2675.55,1.28773,1.05976,1.41629,0.83639,0.83905,0.86049,0.56271,1.15247,0.84553,1.29319,0.00637,0.00637,0.00637
123,2696.62,1.31105,1.0699,1.43465,0.89193,0.77604,0.84986,0.52649,1.29295,0.86708,1.30839,0.00634,0.00634,0.00634
124,2717.54,1.32121,1.07259,1.45296,0.82114,0.74539,0.82969,0.52502,1.21475,0.95117,1.27859,0.00631,0.00631,0.00631
125,2738.75,1.31118,1.07296,1.44537,0.85779,0.726,0.86147,0.55546,1.18347,0.89773,1.24978,0.00628,0.00628,0.00628
